id_lote,id_med,cod_medicamento,nom_medicamento,lote,estado_articulo,estado_lote,existencia,val_promedio,fec_vencimiento
4855,16488,16488,BOLSAS PARA ESTERILIZAR AUTOSELLABLES 135X250MM,20250320,Activo,Activo,0,0.0000,2028-03-19
4701,16489,16489,BOLSAS PARA ESTERILIZAR AUTOSELLABLES 57 X 130 MM,05202024,Activo,Activo,0,0.0000,2029-05-30
4702,16489,16489,BOLSAS PARA ESTERILIZAR AUTOSELLABLES 57 X 130 MM,05132025,Activo,Activo,0,0.0000,2030-05-30
2409,16049,16049,BOLSAS PARA ESTERILIZAR AUTOSELLABLES 90 X 260 MM,LP10040,Activo,Activo,0,0.0000,2023-12-31
3657,16049,16049,BOLSAS PARA ESTERILIZAR AUTOSELLABLES 90 X 260 MM,LP10040,Activo,Activo,0,0.0000,2023-12-31
4436,16049,16049,BOLSAS PARA ESTERILIZAR AUTOSELLABLES 90 X 260 MM,05132025,Activo,Activo,0,0.0000,2030-05-30
4437,16049,16049,BOLSAS PARA ESTERILIZAR AUTOSELLABLES 90 X 260 MM,12152024,Activo,Activo,0,0.0000,2029-12-30
4856,16049,16049,BOLSAS PARA ESTERILIZAR AUTOSELLABLES 90 X 260 MM,20241230,Activo,Activo,0,0.0000,2028-03-19
2411,16051,16051,BRAZALETE MOD. 11219 PARA TORNIQUETE NEUMATICO PEDIÁTRICO 9 LARGO X 8 ANCHO REF:01006614-31,LP10042,Activo,Activo,0,0.0000,2023-12-31
3740,16051,16051,BRAZALETE MOD. 11219 PARA TORNIQUETE NEUMATICO PEDIÁTRICO 9 LARGO X 8 ANCHO REF:01006614-31,LP10042,Activo,Activo,0,0.0000,2023-12-31
3820,16051,16051,BRAZALETE MOD. 11219 PARA TORNIQUETE NEUMATICO PEDIÁTRICO 9 LARGO X 8 ANCHO REF:01006614-31,LP10042,Activo,Activo,0,0.0000,2023-12-31
4438,16051,16051,BRAZALETE MOD. 11219 PARA TORNIQUETE NEUMATICO PEDIÁTRICO 9 LARGO X 8 ANCHO REF:01006614-31,463668,Activo,Activo,0,0.0000,2030-07-30
2412,16052,16052,BRAZALETE MOD. 11222 PARA TORNIQUETE NEUMATICO ADULTO 57 LARGO  X 9 ANCHO  REF: 01006614-32,LP10043,Activo,Activo,0,0.0000,2023-12-31
3398,16052,16052,BRAZALETE MOD. 11222 PARA TORNIQUETE NEUMATICO ADULTO 57 LARGO  X 9 ANCHO  REF: 01006614-32,LP10043,Activo,Activo,0,0.0000,2023-12-31
3821,16052,16052,BRAZALETE MOD. 11222 PARA TORNIQUETE NEUMATICO ADULTO 57 LARGO  X 9 ANCHO  REF: 01006614-32,LP10043,Activo,Activo,0,0.0000,2023-12-31
217,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
429,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
570,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
697,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
1045,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
1282,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
1375,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
1503,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
1629,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
1806,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
2067,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
2344,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,L2022217,Activo,Activo,0,0.0000,2026-12-31
4237,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,358A,Activo,Activo,0,0.0000,2028-05-30
4238,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,0105A,Activo,Activo,0,0.0000,2028-05-30
4789,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,0108A,Activo,Activo,0,0.0000,2028-02-28
4952,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,2425471,Activo,Activo,0,0.0000,2027-01-30
4953,15749,15749,BROMURO DE IPATROPIO SOL/NEBULIZAR 250 MCG/ML,J0568A,Activo,Activo,0,0.0000,2026-10-30
36,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
339,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
612,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
741,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
855,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
973,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
1091,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
1316,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
1407,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
1555,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
1681,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
1858,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
2109,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
2263,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,L2022036,Activo,Activo,0,0.0000,2026-12-31
4239,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,2425471,Activo,Activo,0,0.0000,2027-11-30
4240,15750,15750,BROMURO DE IPRATROPIO 20 MCG/DOSIS X 200 AEROSOL,242581,Activo,Activo,0,0.0000,2027-11-30
286,15751,15751,BROMURO DE ROCURONIO 50 MG / 5 ML SOLUCION INYECTABLE,L2022286,Activo,Activo,0,0.0000,2023-12-31
1534,15751,15751,BROMURO DE ROCURONIO 50 MG / 5 ML SOLUCION INYECTABLE,L2022286,Activo,Activo,0,0.0000,2023-12-31
4132,16363,16363,BROMURO DE UMECLIDINIO EQUIVALENTE A UMECLIDINIO (CADA DOSIS PREDISPENSADA CONTIENE DE 62.5 MICROGRAMOS DE UMECLIDINIO? EQUIVALENTE A 74.2 MICROGRAMOS DE BROMURO DE UMECLIDINIO). ESTO EQUIVALE A UNA DOSIS ADMINISTRADA DE 55MCG DE UMECLIDINIO (EQUIVALENTE A 65MCG DE BROMURO DE UMECLIDINIO) - 55 MCG - DOSIS,000008,Activo,Activo,0,0.0000,2025-12-31
2413,16053,16053,BURETROL,LP10044,Activo,Activo,0,0.0000,2023-12-31
3659,16053,16053,BURETROL,LP10044,Activo,Activo,0,0.0000,2023-12-31
2414,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
2613,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
2710,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
2798,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
2885,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
2975,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
3069,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
3153,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
3230,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
3313,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
3399,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
3575,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
3741,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
3822,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
3921,16054,16054,BURETROL X 150 ML,LP10045,Activo,Activo,0,0.0000,2023-12-31
4439,16054,16054,BURETROL X 150 ML,2510885,Activo,Activo,0,0.0000,2030-03-30
4440,16054,16054,BURETROL X 150 ML,2510869,Activo,Activo,0,0.0000,2030-01-30
4857,16054,16054,BURETROL X 150 ML,2510919,Activo,Activo,0,0.0000,2030-07-29
2415,16055,16055,BURETROLES,LP10046,Activo,Activo,0,0.0000,2023-12-31
3491,16055,16055,BURETROLES,LP10046,Activo,Activo,0,0.0000,2023-12-31
4027,15634,15634,CALCIO CARBONATO + VITAMINA D3,L2022328,Activo,Activo,0,0.0000,2026-12-31
4703,16490,16490,CAMPO QUIRURGICO ESTERIL CERRADO 50*50,C424006,Activo,Activo,0,0.0000,2030-06-30
4704,16490,16490,CAMPO QUIRURGICO ESTERIL CERRADO 50*50,C612992,Activo,Activo,0,0.0000,2030-05-30
4705,16491,16491,CAMPO QUIRURGICO ESTERIL FENESTRADO (ABIERTO) 50*50,C424006,Activo,Activo,0,0.0000,2030-06-30
4706,16491,16491,CAMPO QUIRURGICO ESTERIL FENESTRADO (ABIERTO) 50*50,C612992,Activo,Activo,0,0.0000,2030-05-30
2418,16058,16058,CÁNULA DE GUEDELL  NEONATAL N° 0,LP10049,Activo,Activo,0,0.0000,2023-12-31
2615,16058,16058,CÁNULA DE GUEDELL  NEONATAL N° 0,LP10049,Activo,Activo,0,0.0000,2023-12-31
2799,16058,16058,CÁNULA DE GUEDELL  NEONATAL N° 0,LP10049,Activo,Activo,0,0.0000,2023-12-31
2887,16058,16058,CÁNULA DE GUEDELL  NEONATAL N° 0,LP10049,Activo,Activo,0,0.0000,2023-12-31
3492,16058,16058,CÁNULA DE GUEDELL  NEONATAL N° 0,LP10049,Activo,Activo,0,0.0000,2023-12-31
3660,16058,16058,CÁNULA DE GUEDELL  NEONATAL N° 0,LP10049,Activo,Activo,0,0.0000,2023-12-31
4441,16058,16058,CÁNULA DE GUEDELL  NEONATAL N° 0,10520224,Activo,Activo,0,0.0000,2029-02-28
4442,16058,16058,CÁNULA DE GUEDELL  NEONATAL N° 0,11070325,Activo,Activo,0,0.0000,2028-03-30
2417,16057,16057,CANULA DE GUEDELL  NEONATAL O N 0,LP10048,Activo,Activo,0,0.0000,2023-12-31
2712,16057,16057,CANULA DE GUEDELL  NEONATAL O N 0,LP10048,Activo,Activo,0,0.0000,2023-12-31
2976,16057,16057,CANULA DE GUEDELL  NEONATAL O N 0,LP10048,Activo,Activo,0,0.0000,2023-12-31
3314,16057,16057,CANULA DE GUEDELL  NEONATAL O N 0,LP10048,Activo,Activo,0,0.0000,2023-12-31
3577,16057,16057,CANULA DE GUEDELL  NEONATAL O N 0,LP10048,Activo,Activo,0,0.0000,2023-12-31
3743,16057,16057,CANULA DE GUEDELL  NEONATAL O N 0,LP10048,Activo,Activo,0,0.0000,2023-12-31
3824,16057,16057,CANULA DE GUEDELL  NEONATAL O N 0,LP10048,Activo,Activo,0,0.0000,2023-12-31
3922,16057,16057,CANULA DE GUEDELL  NEONATAL O N 0,LP10048,Activo,Activo,0,0.0000,2023-12-31
2423,16063,16063,CANULA DE GUEDELL N 9,LP10054,Activo,Activo,0,0.0000,2023-12-31
3927,16063,16063,CANULA DE GUEDELL N 9,LP10054,Activo,Activo,0,0.0000,2023-12-31
2419,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
2616,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
2713,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
2800,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
2888,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
2977,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
3071,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
3400,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
3578,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
3744,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
3825,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
3923,16059,16059,CÁNULA DE GUEDELL N.º 1,LP10050,Activo,Activo,0,0.0000,2026-12-31
4443,16059,16059,CÁNULA DE GUEDELL N.º 1,10660125,Activo,Activo,0,0.0000,2028-01-30
4444,16059,16059,CÁNULA DE GUEDELL N.º 1,10521124,Activo,Activo,0,0.0000,2027-11-30
4445,16059,16059,CÁNULA DE GUEDELL N.º 1,10750925,Activo,Activo,0,0.0000,2028-09-30
4859,16059,16059,CÁNULA DE GUEDELL N.º 1,10750325,Activo,Activo,0,0.0000,2028-03-30
2416,16056,16056,CÁNULA DE GUEDELL N° 2,LP10047,Activo,Activo,0,0.0000,2023-12-31
2614,16056,16056,CÁNULA DE GUEDELL N° 2,LP10047,Activo,Activo,0,0.0000,2023-12-31
2711,16056,16056,CÁNULA DE GUEDELL N° 2,LP10047,Activo,Activo,0,0.0000,2023-12-31
2886,16056,16056,CÁNULA DE GUEDELL N° 2,LP10047,Activo,Activo,0,0.0000,2023-12-31
3070,16056,16056,CÁNULA DE GUEDELL N° 2,LP10047,Activo,Activo,0,0.0000,2023-12-31
3231,16056,16056,CÁNULA DE GUEDELL N° 2,LP10047,Activo,Activo,0,0.0000,2023-12-31
3576,16056,16056,CÁNULA DE GUEDELL N° 2,LP10047,Activo,Activo,0,0.0000,2023-12-31
3742,16056,16056,CÁNULA DE GUEDELL N° 2,LP10047,Activo,Activo,0,0.0000,2023-12-31
3823,16056,16056,CÁNULA DE GUEDELL N° 2,LP10047,Activo,Activo,0,0.0000,2023-12-31
4446,16056,16056,CÁNULA DE GUEDELL N° 2,10330624,Activo,Activo,0,0.0000,2027-06-30
2420,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
2617,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
2714,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
2801,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
2889,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
2978,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
3072,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
3232,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
3579,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
3826,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
3924,16060,16060,CÁNULA DE GUEDELL N° 3,LP10051,Activo,Activo,0,0.0000,2026-12-31
4447,16060,16060,CÁNULA DE GUEDELL N° 3,10651024,Activo,Activo,0,0.0000,2027-10-30
4448,16060,16060,CÁNULA DE GUEDELL N° 3,10910425,Activo,Activo,0,0.0000,2028-04-30
4858,16060,16060,CÁNULA DE GUEDELL N° 3,10360925,Activo,Activo,0,0.0000,2028-09-30
2421,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
2618,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
2715,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
2802,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
2890,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
2979,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
3154,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
3233,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
3315,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
3401,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
3493,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
3580,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
3661,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
3827,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
3925,16061,16061,CÁNULA DE GUEDELL N° 4,LP10052,Activo,Activo,0,0.0000,2023-12-31
4449,16061,16061,CÁNULA DE GUEDELL N° 4,10230525,Activo,Activo,0,0.0000,2028-05-30
4860,16061,16061,CÁNULA DE GUEDELL N° 4,10270825,Activo,Activo,0,0.0000,2028-08-30
2422,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
2716,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
2891,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
2980,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
3073,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
3155,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
3234,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
3402,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
3581,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
3745,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
3828,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
3926,16062,16062,CÁNULA DE GUEDELL N° 5,LP10053,Activo,Activo,0,0.0000,2023-12-31
4450,16062,16062,CÁNULA DE GUEDELL N° 5,10200525,Activo,Activo,0,0.0000,2028-05-30
2424,16064,16064,CÁNULA IV NO.16 INTROCAN,LP10055,Activo,Activo,0,0.0000,2023-12-31
3662,16064,16064,CÁNULA IV NO.16 INTROCAN,LP10055,Activo,Activo,0,0.0000,2023-12-31
2425,16065,16065,CÁNULA IV NO.18 INTROCAN,LP10056,Activo,Activo,0,0.0000,2023-12-31
3663,16065,16065,CÁNULA IV NO.18 INTROCAN,LP10056,Activo,Activo,0,0.0000,2023-12-31
2426,16066,16066,CÁNULA IV NO.20 INTROCAN,LP10057,Activo,Activo,0,0.0000,2023-12-31
3664,16066,16066,CÁNULA IV NO.20 INTROCAN,LP10057,Activo,Activo,0,0.0000,2023-12-31
2427,16067,16067,CÁNULA IV NO.22 INTROCAN,LP10058,Activo,Activo,0,0.0000,2023-12-31
3665,16067,16067,CÁNULA IV NO.22 INTROCAN,LP10058,Activo,Activo,0,0.0000,2023-12-31
2428,16068,16068,CÁNULA IV NO.24 INTROCAN,LP10059,Activo,Activo,0,0.0000,2023-12-31
3666,16068,16068,CÁNULA IV NO.24 INTROCAN,LP10059,Activo,Activo,0,0.0000,2023-12-31
2429,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
2717,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
2803,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
2892,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
2981,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3074,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3156,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3235,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3316,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3403,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3494,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3582,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3667,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3746,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3829,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
3928,16069,16069,CANULA NASAL O2 ADULTO,LP10060,Activo,Activo,0,0.0000,2023-12-31
4451,16069,16069,CANULA NASAL O2 ADULTO,TN20250220,Activo,Activo,0,0.0000,2030-02-28
4452,16069,16069,CANULA NASAL O2 ADULTO,1010203-2380825,Activo,Activo,0,0.0000,2028-08-30
4453,16069,16069,CANULA NASAL O2 ADULTO,10290824,Activo,Activo,0,0.0000,2029-08-30
2430,16070,16070,CANULA NASAL O2 ADULTO 15 MTS,LP10061,Activo,Activo,0,0.0000,2023-12-31
2619,16070,16070,CANULA NASAL O2 ADULTO 15 MTS,LP10061,Activo,Activo,0,0.0000,2023-12-31
2431,16071,16071,CANULA NASAL O2 ADULTO 2.1 MTS,LP10062,Activo,Activo,0,0.0000,2023-12-31
2620,16071,16071,CANULA NASAL O2 ADULTO 2.1 MTS,LP10062,Activo,Activo,0,0.0000,2023-12-31
2432,16072,16072,CANULA NASAL O2 ADULTO 6.3 MTS,LP10063,Activo,Activo,0,0.0000,2023-12-31
2621,16072,16072,CANULA NASAL O2 ADULTO 6.3 MTS,LP10063,Activo,Activo,0,0.0000,2023-12-31
2433,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
2622,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
2982,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
3075,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
3236,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
3317,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
3404,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
3583,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
3668,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
3747,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
3830,16073,16073,CANULA NASAL O2 NEONATOS,LP10064,Activo,Activo,0,0.0000,2024-12-31
4454,16073,16073,CANULA NASAL O2 NEONATOS,10480925,Activo,Activo,0,0.0000,2030-09-30
4455,16073,16073,CANULA NASAL O2 NEONATOS,10700923,Activo,Activo,0,0.0000,2028-09-30
2434,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
2718,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
2804,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
2893,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
2983,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
3076,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
3157,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
3237,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
3318,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
3405,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
3495,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
3584,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
3669,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
3748,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
3831,16074,16074,CÁNULA NASAL O2 PEDIÁTRICA,LP10065,Activo,Activo,0,0.0000,2023-12-31
